id,timing_type,time_of_day,food_bev_density,food_bev_pop_score,access_density,access_pop_score,lodging_density,lodging_pop_score,average_income_zip,population_zip,median_age_zip,event_type,target_audience,event_mood_energy,freebies_included,is_weekend,price
9f56ca23,Single-Day,Afternoon,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,Music,Young Adults (18 to 30),High-Energy,Yes,1,42.72
aa1b4197,Single-Day,Afternoon,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,Performing & Visual Arts,Young Adults (18 to 30),Relaxed,Yes,0,3.26
72ee6ef0,Single-Day,Night,80.0,4.57347593839078,40.0,3.16744186046512,40.0,4.55233649277897,135364.0,71701,31.0,"Auto, Boat & Air",Young Adults (18 to 30),High-Energy,Yes,0,143.53
908d4283,Single-Day,Evening,61.0,4.42234525837592,45.0,3.60264227642276,40.0,4.49878741947707,137853.0,21444,32.0,Food & Drink,unknown,Relaxed,No,1,90.0
7dc850f2,Single-Day,Afternoon,13.0,3.97828995297702,22.0,3.89061224489796,40.0,3.88498014482597,78625.0,14165,42.2,Community,Adults / Professionals (25 to 45),Educational,Yes,1,17.85
30cec084,Single-Day,Evening,20.0,3.62155486450466,37.0,3.39387755102041,40.0,4.02564102564103,72326.0,52707,37.6,"Auto, Boat & Air",Adults / Professionals (25 to 45),Relaxed,Yes,0,7.18
f4aacb7b,Single-Day,Evening,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,Travel & Outdoor,Young Adults (18 to 30),High-Energy,No,0,54.36
5ca8e7da,Single-Day,Evening,80.0,4.46618556701031,44.0,3.53125,40.0,4.28359009866713,105428.0,71192,30.9,Hobbies,Adults / Professionals (25 to 45),Relaxed,Yes,0,65.75
8ba89281,Single-Day,Afternoon,29.0,4.21650789033525,26.0,3.67728813559322,40.0,4.3980463980464,58710.0,35302,34.7,Sports & Fitness,Families with Children,High-Energy,No,1,11.13
46b33078,Multi-Day,Afternoon,34.0,4.02890482738117,44.0,3.97577319587629,40.0,3.86701030927835,32374.0,22835,29.8,Food & Drink,unknown,High-Energy,No,1,17.85
6e3f93be,Multi-Day,Night,56.0,3.61453505644682,35.0,3.92117647058824,40.0,4.39869876382563,49558.0,11570,33.8,Fashion,unknown,High-Energy,No,0,12.16
145fef96,Single-Day,Night,36.0,4.36359649122807,5.0,2.3969696969697,40.0,3.76470588235294,97106.0,34292,33.5,unknown,unknown,unknown,No,0,31.22
bd4fc8a1,Multi-Day,Afternoon,6.0,3.89212271973466,14.0,3.78888888888889,40.0,3.64246575342466,63956.0,24599,33.8,unknown,unknown,unknown,unknown,0,250.0
19682f03,Single-Day,Afternoon,36.0,4.36359649122807,5.0,2.3969696969697,40.0,3.76470588235294,97106.0,34292,33.5,unknown,unknown,unknown,unknown,0,10.0
b72a0680,Multi-Day,Night,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,Yes,0,23.64
73368728,Single-Day,Evening,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,unknown,Adults / Professionals (25 to 45),Relaxed,No,1,89.17
08311cc9,Single-Day,Evening,49.0,4.5162781327347,30.0,3.3125,40.0,4.56843313564186,120679.0,24493,38.3,Film & Media,unknown,High-Energy,No,1,25.24
a4a20524,Single-Day,Afternoon,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,unknown,unknown,unknown,unknown,1,42.23
6580009d,Single-Day,Afternoon,4.0,4.38839285714286,21.0,3.15714285714286,40.0,3.61278538812785,51424.0,15002,35.1,Charity & Causes,All Ages,High-Energy,Yes,1,10.0
b1e6b5a9,Multi-Day,Night,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,Yes,0,23.64
b16b38e0,Multi-Day,Night,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Adults / Professionals (25 to 45),High-Energy,Yes,0,29.32
ba004191,Single-Day,Afternoon,33.0,4.34726986849628,36.0,2.9421686746988,40.0,4.58394057857701,110303.0,29600,32.5,Food & Drink,Young Adults (18 to 30),High-Energy,Yes,1,54.45
5adcddff,Single-Day,Evening,49.0,4.5162781327347,30.0,3.3125,40.0,4.56843313564186,120679.0,24493,38.3,Music,unknown,High-Energy,No,0,17.33
f3a5bb0e,Single-Day,Evening,57.0,4.51250965677078,41.0,2.04782608695652,40.0,4.60774223104528,103982.0,26565,38.2,Charity & Causes,Adults / Professionals (25 to 45),Professional,Yes,0,27.23
449d90f5,Single-Day,Afternoon,20.0,3.62155486450466,37.0,3.39387755102041,40.0,4.02564102564103,72326.0,52707,37.6,unknown,unknown,unknown,unknown,1,133.06
04329c01,Single-Day,Afternoon,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,Music,Young Adults (18 to 30),High-Energy,No,1,31.09
9b842824,Multi-Day,Night,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,No,0,35.01
6e37f4fd,Multi-Day,Night,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Film & Media,unknown,Educational,No,0,534.31
05b96489,Single-Day,Evening,57.0,4.51250965677078,41.0,2.04782608695652,40.0,4.60774223104528,103982.0,26565,38.2,Performing & Visual Arts,unknown,Relaxed,Yes,0,36.39
7c23b400,Single-Day,Evening,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,0,13.24
3be7f022,Single-Day,Evening,33.0,4.34726986849628,36.0,2.9421686746988,40.0,4.58394057857701,110303.0,29600,32.5,unknown,Adults / Professionals (25 to 45),High-Energy,No,0,160.0
ae70399d,Single-Day,Evening,54.0,4.45298528522475,44.0,3.68912280701754,40.0,4.60688111424308,117774.0,31984,38.9,Food & Drink,unknown,Relaxed,No,0,65.87
5104a1c8,Single-Day,Afternoon,70.0,4.37247197038785,41.0,3.72727272727273,40.0,4.35115525352849,110208.0,8379,34.0,unknown,Adults / Professionals (25 to 45),unknown,No,1,28.52
de9f7f69,Single-Day,Evening,2.0,4.8358024691358,3.0,1.0,40.0,4.55443548387097,115779.0,33154,33.3,unknown,unknown,unknown,unknown,0,20.0
4bba7994,Multi-Day,Night,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,Yes,0,29.32
0c1cf804,Single-Day,Afternoon,42.0,3.93703070924782,34.0,2.67714285714286,40.0,3.94033613445378,45641.0,25847,36.0,Performing & Visual Arts,unknown,Professional,Yes,1,35.0
370aed8b,Single-Day,Night,36.0,4.36359649122807,5.0,2.3969696969697,40.0,3.76470588235294,97106.0,34292,33.5,Health,Adults / Professionals (25 to 45),Relaxed,Yes,0,104.94
27fc8d93,Single-Day,Evening,49.0,4.5162781327347,30.0,3.3125,40.0,4.56843313564186,120679.0,24493,38.3,Music,unknown,Relaxed,No,0,159.75
82da2308,Multi-Day,Night,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,0,16.75
f2dc455c,Single-Day,Night,57.0,4.51250965677078,41.0,2.04782608695652,40.0,4.60774223104528,103982.0,26565,38.2,Family & Education,Families with Children,Educational,Yes,0,13.62
2734c7ea,Single-Day,Evening,33.0,4.34726986849628,36.0,2.9421686746988,40.0,4.58394057857701,110303.0,29600,32.5,Charity & Causes,unknown,High-Energy,Yes,0,13.62
aabea9d2,Single-Day,Afternoon,33.0,4.34726986849628,36.0,2.9421686746988,40.0,4.58394057857701,110303.0,29600,32.5,Charity & Causes,unknown,High-Energy,No,1,31.06
c95eb64b,Multi-Day,Evening,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Spirituality,unknown,Educational,No,0,175.14
525a46cd,Multi-Day,Night,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Adults / Professionals (25 to 45),High-Energy,Yes,1,35.01
61eca15a,Multi-Day,Night,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,1,15.35
7e2baf5c,Single-Day,Evening,69.0,4.19230548016608,45.0,3.86207524271845,40.0,4.14619458000208,64514.0,12119,21.8,Health,unknown,Professional,No,0,461.02
37dcdcab,Multi-Day,Night,70.0,4.37247197038785,41.0,3.72727272727273,40.0,4.35115525352849,110208.0,8379,34.0,Music,Young Adults (18 to 30),High-Energy,No,1,42.68
29640455,Multi-Day,Night,36.0,4.36359649122807,5.0,2.3969696969697,40.0,3.76470588235294,97106.0,34292,33.5,Science & Tech,Adults / Professionals (25 to 45),Educational,No,1,210.94
a1b17e5d,Single-Day,Afternoon,17.0,4.53639449860724,12.0,5.0,40.0,4.45446428571429,86836.0,5856,40.7,unknown,unknown,unknown,No,1,28.52
e67fd546,Single-Day,Afternoon,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),Relaxed,No,1,25.24
89fc35a6,Single-Day,Afternoon,35.0,4.37687662733367,7.0,3.80618556701031,40.0,4.52081474873625,85061.0,53116,35.1,Performing & Visual Arts,unknown,Relaxed,No,1,13.26
e0ba2c34,Multi-Day,Night,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Community,Young Adults (18 to 30),High-Energy,No,0,61.11
e676bcc0,Single-Day,Night,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Fashion,All Ages,Professional,No,0,12.51
be883605,Multi-Day,Night,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,1,34.25
e69e2258,Single-Day,Evening,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Adults / Professionals (25 to 45),High-Energy,No,1,23.18
57df8b49,Multi-Day,Night,48.0,4.40945816186557,35.0,3.67688564476886,40.0,4.26727501573317,39690.0,28306,36.0,Music,Young Adults (18 to 30),High-Energy,No,1,19.1
9558d09f,Single-Day,Afternoon,34.0,3.85131217744592,24.0,3.3607476635514,40.0,4.46005025125628,55866.0,23458,38.4,Charity & Causes,Adults / Professionals (25 to 45),High-Energy,No,1,17.85
12e459f3,Single-Day,Evening,42.0,4.47698634931747,38.0,4.67567567567568,40.0,4.60856120918426,75540.0,14557,41.2,Community,Young Adults (18 to 30),High-Energy,No,1,40.0
d967bf54,Single-Day,Night,20.0,4.24700294792008,24.0,4.0184,40.0,4.22960969044415,71348.0,25283,34.3,Performing & Visual Arts,Young Adults (18 to 30),Relaxed,Yes,0,38.34
db3f5473,Single-Day,Evening,80.0,4.42008502008502,40.0,4.18079710144927,40.0,4.40765059074182,121730.0,22540,35.4,unknown,unknown,unknown,unknown,1,23.42
22e0ec29,Single-Day,Evening,80.0,4.42008502008502,40.0,4.18079710144927,40.0,4.40765059074182,121730.0,22540,35.4,Fashion,All Ages,High-Energy,No,1,115.0
3cc66dd3,Single-Day,Evening,48.0,4.40945816186557,35.0,3.67688564476886,40.0,4.26727501573317,39690.0,28306,36.0,unknown,unknown,unknown,unknown,0,19.1
137bd078,Multi-Day,Night,20.0,4.24700294792008,24.0,4.0184,40.0,4.22960969044415,71348.0,25283,34.3,Music,Young Adults (18 to 30),High-Energy,No,0,41.93
56e2d927,Single-Day,Afternoon,63.0,3.96878045335781,35.0,4.10545454545455,40.0,4.00317216679458,60971.0,35100,41.7,Fashion,unknown,Professional,No,1,30.52
